bigrama,tfidf_falso,tfidf_verdadeiro,diferenca
decretar prisao,0.000189715222645,5.786922548379569e-05,0.0001318459971612
decrete prisao,4.2657910085893055e-05,7.32658835129645e-05,-3.0607973427071446e-05
decreto 2005,6.784075434796249e-05,0.0,6.784075434796249e-05
decreto assinado,3.634230110416362e-05,0.0001695379438527,-0.0001331956427486
decreto autoriza,0.0,9.246206778745968e-05,-9.246206778745968e-05
decreto capaz,0.0,3.871089396200136e-05,-3.871089396200136e-05
decreto contrato,8.626321270736623e-05,0.0,8.626321270736623e-05
decreto dar,2.810029214848678e-05,6.190477478669366e-05,-3.380448263820688e-05
decreto dia,0.0,0.0001764013688645,-0.0001764013688645
decreto exoneracao,5.771481663562423e-05,0.0,5.771481663562423e-05
decreto indulto,0.0,0.0001794774533362,-0.0001794774533362
decreto intervencao,0.0,0.0001872389798464,-0.0001872389798464
decreto lei,7.603065589212634e-05,6.586048879497151e-05,1.0170167097154833e-05
decreto nº,0.0001537837369687,4.859869420401421e-05,0.0001051850427647
decreto portos,0.0,0.0001905454729712,-0.0001905454729712
decreto presidencial,5.049580381343122e-05,0.0002186967483703,-0.0001682009445568
decreto preve,4.0222472537465424e-05,4.050568972330625e-05,-2.832171858408285e-07
decreto publicado,6.89716127485553e-05,0.0,6.89716127485553e-05
decreto rompimento,8.52637284529489e-05,0.0,8.52637284529489e-05
decreto setor,0.0,7.388158722294985e-05,-7.388158722294985e-05
decreto sobre,0.0,6.89092936287301e-05,-6.89092936287301e-05
decreto temer,0.0,0.0001404561580399,-0.0001404561580399
decretou hoje,0.0001528496874129,0.0,0.0001528496874129
decretou prisao,0.0001592881565966,5.544494722854332e-05,0.0001038432093681
dedica ha,0.0,0.0001677760570756,-0.0001677760570756
dedicar exclusivamente,4.244880997610536e-05,3.9866085220363854e-05,2.5827247557415087e-06
dedo medio,0.0001713338469346,0.0,0.0001713338469346
defeitos nunca,0.0,4.404855166844649e-05,-4.404855166844649e-05
defende aceitacao,0.0,4.484052392163634e-05,-4.484052392163634e-05
defende aecio,0.0,0.0001565547196137,-0.0001565547196137
defende aumento,0.0,0.0001013344181452,-0.0001013344181452
defende criacao,8.817060091595368e-05,0.0,8.817060091595368e-05
defende democracia,8.275838946965168e-05,0.0,8.275838946965168e-05
defende dilma,7.963234188869216e-05,0.0,7.963234188869216e-05
defende direito,2.9760475475889035e-05,5.392456532848388e-05,-2.416408985259484e-05
defende diz,0.0,8.478293967241951e-05,-8.478293967241951e-05
defende doleiro,6.842535892270651e-05,0.0,6.842535892270651e-05
defende eleicoes,0.0,0.0001120526480575,-0.0001120526480575
defende exposicao,0.000124042510397,0.0,0.000124042510397
defende filho,4.828222313876125e-05,0.0001017149629929,-5.343273985419612e-05
defende fim,6.499145112817526e-05,0.0001234111334337,-5.841968230559173e-05
defende governo,0.0001100769225229,0.0,0.0001100769225229
defende ideia,7.300055026491245e-05,0.0,7.300055026491245e-05
defende intervencao,3.018757558487321e-05,6.324520762013676e-05,-3.305763203526355e-05
defende jose,8.793589083673893e-05,0.0,8.793589083673893e-05
defende lo,3.148850627696303e-05,0.0001319616304575,-0.0001004731241805
defende lula,9.170598979773912e-05,0.0001165825984938,-2.487660869615341e-05
defende menos,0.0,6.234802490516797e-05,-6.234802490516797e-05
defende presidente,0.0,8.704841169631876e-05,-8.704841169631876e-05
defende previas,0.0,3.871089396200136e-05,-3.871089396200136e-05
defende separacao,9.959477000891264e-05,0.0,9.959477000891264e-05
defende sergio,4.5599910804612105e-05,4.22084881401222e-05,3.3914226644899098e-06
defende sobre,3.728255511946425e-05,5.461843144347641e-05,-1.7335876324012158e-05
defende tese,0.0001101503581351,0.0,0.0001101503581351
defende uso,4.362216535875075e-05,0.0001350434138852,-9.14212485264922e-05
defendem aecio,8.652926557662423e-05,0.0,8.652926557662423e-05
defendem direitos,3.18623816800835e-05,6.432431470020801e-05,-3.2461933020124505e-05
defendem ex,0.0001340199454385,0.0,0.0001340199454385
defendem homem,0.0,8.90379835673996e-05,-8.90379835673996e-05
defendem posicoes,0.0,7.717172083952857e-05,-7.717172083952857e-05
defendem volta,4.898854732521511e-05,3.866447476332554e-05,1.0324072561889572e-05
defendendo democracia,5.0852048370398765e-05,5.184000112178037e-05,-9.879527513816029e-07
defendendo familia,3.075898966414007e-05,0.0,3.075898966414007e-05
defendendo honra,3.075898966414007e-05,0.0,3.075898966414007e-05
defendendo interesses,6.369211865389892e-05,3.0598426447427034e-05,3.309369220647189e-05
defender acusacoes,0.00013362746712,7.293044161785388e-05,6.0697025502235135e-05
defender aliados,6.000169902873911e-05,0.0,6.000169902873911e-05
defender brasil,8.253845471015638e-05,3.251128268516935e-05,5.002717202498704e-05
defender caso,5.8109956529150736e-05,0.0,5.8109956529150736e-05
defender democracia,4.219205430290957e-05,3.3612202819836944e-05,8.579851483072629e-06
defender desses,8.05153209050628e-05,0.0,8.05153209050628e-05
defender dilma,0.0005336006434683,0.0,0.0005336006434683
defender direito,4.8740087239193365e-05,2.994969067912472e-05,1.8790396560068645e-05
defender evento,3.98602422326781e-05,4.536454603917826e-05,-5.504303806500153e-06
defender ex,0.0001807007224164,2.9068676441254475e-05,0.0001516320459752
defender exposicao,7.669536695281554e-05,0.0,7.669536695281554e-05
defender governo,3.584233036100576e-05,0.0001134815473832,-7.763921702220116e-05
defender indefensavel,0.0001884984203384,0.0,0.0001884984203384
defender interesses,8.923180942700136e-05,0.00010797610095,-1.874429152303397e-05
defender investigacao,0.0,7.610832403197941e-05,-7.610832403197941e-05
defender lula,0.0003471182583588,0.0,0.0003471182583588
defender nesta,0.0,8.23337577738827e-05,-8.23337577738827e-05
defender pais,0.0001313438671149,7.82487516026154e-05,5.309511551234228e-05
defender patria,0.0001325984023862,0.0,0.0001325984023862
defender posicoes,0.0,8.626984483799548e-05,-8.626984483799548e-05
defender presidente,0.0001924614003842,0.0,0.0001924614003842
defender processos,3.9761854736222326e-05,4.664814504603985e-05,-6.886290309817521e-06
defender projeto,8.806891589187911e-05,0.0,8.806891589187911e-05
defender pt,0.0001346910640486,0.0,0.0001346910640486
defender reforma,0.0,6.67492028917134e-05,-6.67492028917134e-05
defender segundo,8.929572912445358e-05,0.0,8.929572912445358e-05
defender seguranca,4.9483164673663886e-05,0.0,4.9483164673663886e-05
defender territorio,9.771817451232454e-05,0.0,9.771817451232454e-05
defendeu acusacoes,3.414880874303092e-05,5.920284849079622e-05,-2.50540397477653e-05
defendeu candidatura,5.582444949594638e-05,2.656048913111008e-05,2.92639603648363e-05
defendeu dilma,0.000131754505967,0.0,0.000131754505967
defendeu direito,0.0,7.227054715295825e-05,-7.227054715295825e-05
defendeu ex,3.503392016448315e-05,4.55626771878105e-05,-1.052875702332735e-05
defendeu intervencao,6.696070157219178e-05,3.038879169243157e-05,3.6571909879760206e-05
defendeu maior,5.574068555536682e-05,6.390143896519537e-05,-8.160753409828546e-06
defendeu nesta,2.9008966248745523e-05,0.0001550997542186,-0.0001260907879699
defendeu petista,0.000119981203715,0.0,0.000119981203715
defendeu reforma,0.0,9.685947367459468e-05,-9.685947367459468e-05
defendeu todas,0.0001013097313996,1.957716830685649e-05,8.173256309275528e-05
defendia correto,6.759799699656492e-05,0.0,6.759799699656492e-05
defendia pao,7.412003394099359e-05,0.0,7.412003394099359e-05
defensor ferrenho,0.0001982169272675,0.0,0.0001982169272675
defensor lula,9.918859480408572e-05,0.0,9.918859480408572e-05
defensora dilma,9.775734731847104e-05,0.0,9.775734731847104e-05
defensores dilma,0.0001204673222046,0.0,0.0001204673222046
defensores direitos,9.661790269288682e-05,0.0001157651869756,-1.914728428273998e-05
defensores governo,9.284990793671296e-05,0.0,9.284990793671296e-05
defensoria publica,0.0,0.0002801047588476,-0.0002801047588476
deferiu pedido,0.0,0.0001067406233867,-0.0001067406233867
defesa acao,2.8438006288537868e-05,6.891121303769078e-05,-4.047320674915291e-05
defesa acordo,8.29997265835234e-05,5.390477645310066e-05,2.9094950130422747e-05
defesa acusacao,4.429983346050599e-05,3.119118079891407e-05,1.3108652661591916e-05
defesa advogado,0.0,6.806823751054494e-05,-6.806823751054494e-05
defesa advogados,0.0,6.71494859922169e-05,-6.71494859922169e-05
defesa aecio,8.603419819405538e-05,0.0001232750458266,-3.724084763258567e-05
defesa aerea,0.0001578121249631,3.403309110320775e-05,0.0001237790338599
defesa aeroespacial,0.0,5.029448768920238e-05,-5.029448768920238e-05
defesa afirma,0.0,0.0001225301185362,-0.0001225301185362
defesa afirmou,0.0,0.0001742837774528,-0.0001742837774528
defesa ainda,9.079844209985229e-05,0.0001089666288749,-1.8168186775107417e-05
defesa aldo,7.76022996971543e-05,0.0,7.76022996971543e-05
defesa alega,0.0001122980048552,9.065307895764207e-05,2.1644925897635768e-05
defesa alegou,0.0001807619481932,0.0001678154673467,1.2946480846591097e-05
defesa alem,3.515504354986998e-05,6.32374923342862e-05,-2.8082448784416225e-05
defesa americano,0.0,0.0001011578058323,-0.0001011578058323
defesa andrea,0.0,7.396984714975685e-05,-7.396984714975685e-05
defesa anti,0.0001040557934592,0.0,0.0001040557934592
defesa antimisseis,0.0,5.939396680599553e-05,-5.939396680599553e-05
defesa antimissil,0.0001531058552138,3.945314172765346e-05,0.0001136527134861
defesa antonio,1.782121585280859e-05,4.398554135575834e-05,-2.6164325502949758e-05
defesa apos,4.521912064710034e-05,3.918282381403604e-05,6.036296833064308e-06
defesa aproximadamente,4.385484952107662e-05,0.0,4.385484952107662e-05
defesa argumentou,0.0,5.168218685151666e-05,-5.168218685151666e-05
defesa ataque,8.52694178531687e-05,0.0,8.52694178531687e-05
defesa bolsonaro,2.521846690671936e-05,2.3228432804610983e-05,1.9900341021083743e-06
defesa brasil,6.804407767076998e-05,0.0,6.804407767076998e-05
defesa cabral,0.0,6.59088740327433e-05,-6.59088740327433e-05
defesa ccj,3.6383077078977526e-05,0.0001166749597889,-8.029188271000723e-05
defesa china,9.44513696966989e-05,0.0,9.44513696966989e-05
defesa cidadania,3.592008412583791e-05,0.0001668188341363,-0.0001308987500105
defesa cita,0.0,8.205744000576169e-05,-8.205744000576169e-05
defesa civil,0.0004854709979035,0.0002139652027292,0.0002715057951743
defesa consumidor,0.0,0.0001237490384979,-0.0001237490384979
defesa contesta,0.0,0.0001508034193301,-0.0001508034193301
defesa contra,0.0,0.0001381941615145,-0.0001381941615145
defesa coreia,8.031803189354435e-05,9.964747821488326e-05,-1.9329446321338917e-05
defesa cunha,3.807572760762306e-05,0.0001459430005385,-0.0001078672729308
defesa decisao,0.0,5.483841739792787e-05,-5.483841739792787e-05
defesa delcidio,9.369571577566658e-05,0.0,9.369571577566658e-05
defesa democracia,0.0001005897336987,3.965743915669973e-05,6.0932294542001295e-05
defesa deputado,0.0001882836176652,0.0001238498014679,6.443381619731871e-05
defesa dilma,0.0004552028093745,0.000260346783549,0.0001948560258255
defesa dirceu,0.0,6.876027078730196e-05,-6.876027078730196e-05
defesa direito,7.691892806070653e-05,6.08861813099818e-05,1.603274675072473e-05
defesa direitos,4.081157436569902e-05,0.0001246944484867,-8.388287412104735e-05
defesa disse,0.0001779092589548,3.3868597431510935e-05,0.0001440406615232
defesa diz,7.968336639253784e-05,0.0003013388499728,-0.0002216554835803
defesa economica,0.0,0.0001753128639367,-0.0001753128639367
defesa eduardo,0.0001146245580039,6.754682433676652e-05,4.7077733667165645e-05
defesa eike,5.057796315576665e-05,4.496114901989416e-05,5.616814135872496e-06
defesa empresario,3.072050816826074e-05,0.0001865787260553,-0.0001558582178871
defesa entrega,4.521912064710034e-05,4.42722130063506e-05,9.469076407497436e-07
defesa estado,8.724928066837543e-05,3.086643482911659e-05,5.638284583925884e-05
defesa estados,0.0,0.0001162905431907,-0.0001162905431907
defesa eua,0.0002666177009802,2.8853068590891786e-05,0.0002377646323893
defesa evitar,0.0,0.0001909914827152,-0.0001909914827152
defesa ex,0.0005856754203456,0.0023967898749184,-0.0018111144545728
defesa excipiente,3.971129512537941e-05,3.391953562319304e-05,5.791759502186368e-06
defesa familia,6.075978039695928e-05,0.0,6.075978039695928e-05
defesa glaucos,0.0,7.170678003217155e-05,-7.170678003217155e-05
defesa governo,0.0002350742023874,6.610632279097492e-05,0.0001689678795964
defesa informou,9.225048313184937e-05,6.447132912083302e-05,2.7779154011016332e-05
defesa ira,0.0,8.314927886748764e-05,-8.314927886748764e-05
defesa japao,3.562375152520438e-05,2.1690619536219155e-05,1.3933131988985226e-05
defesa jornalista,2.2713155678690328e-05,3.902767303518992e-05,-1.6314517356499587e-05
defesa jose,0.0,8.3022078057461e-05,-8.3022078057461e-05
defesa lava,2.21239630695594e-05,0.0001523126866378,-0.0001301887235682
defesa liberdade,0.0,0.0001404037824498,-0.0001404037824498
defesa loures,6.728197269153852e-05,2.980521275840612e-05,3.74767599331324e-05
defesa luiz,7.045425741181944e-05,0.0002957005285966,-0.0002252462711847
defesa lula,0.0012569109017327,0.0017565342779154,-0.0004996233761826
defesa marcelo,0.0,0.000137021658499,-0.000137021658499
defesa ministerio,0.0001230507408401,0.0,0.0001230507408401
defesa misseis,0.0001379261498387,0.0,0.0001379261498387
defesa mulher,4.794051613311405e-05,0.0001140131112715,-6.607259513840205e-05
defesa nacional,0.0001672176486952,0.0,0.0001672176486952
defesa nao,0.0002886044746002,0.0001344165148904,0.0001541879597097
defesa nega,0.0,0.0001499291501681,-0.0001499291501681
defesa norte,9.554771421066869e-05,0.0,9.554771421066869e-05
defesa operacao,0.0,7.880475295861775e-05,-7.880475295861775e-05
defesa pais,9.751659177249608e-05,0.0,9.751659177249608e-05
defesa parlamentar,4.774162573556825e-05,3.785454732363197e-05,9.887078411936282e-06
defesa patria,9.268953938269304e-05,3.0586850175243405e-05,6.210268920744964e-05
defesa paulo,0.0001049890334608,0.0,0.0001049890334608
defesa pede,0.0001194062728398,0.0001347717822508,-1.536550941102878e-05
defesa pedia,0.0,8.234156216970535e-05,-8.234156216970535e-05
defesa pediu,4.108453518751091e-05,7.769934973634678e-05,-3.661481454883587e-05
defesa peemedebista,0.0,6.579160880846548e-05,-6.579160880846548e-05
defesa perante,2.364250595091107e-05,2.5188705129302573e-05,-1.5461991783915044e-06
defesa petista,0.0004952926726473,0.0004098246284312,8.546804421603199e-05
defesa pib,4.385484952107662e-05,0.0,4.385484952107662e-05
defesa pode,8.182294972327443e-05,3.407365799456403e-05,4.77492917287104e-05
defesa podera,6.834613233815978e-05,0.0,6.834613233815978e-05
defesa presidente,0.0001531746428782,0.0004255834799055,-0.0002724088370272
defesa previa,6.628509942737338e-05,3.572425780631605e-05,3.056084162105733e-05
defesa processo,4.682787353255535e-05,0.0001019317514824,-5.510387794993282e-05
defesa protocolou,0.0,8.282693500247197e-05,-8.282693500247197e-05
defesa raul,7.400857125193858e-05,0.000374817796574,-0.0003008092253221
defesa reforma,0.0,0.0001137627024702,-0.0001137627024702
defesa reino,7.908513632863391e-05,0.0,7.908513632863391e-05
defesa reus,0.0,0.0001027854020878,-0.0001027854020878
defesa rocha,6.956032261558071e-05,0.0,6.956032261558071e-05
defesa russia,0.0002087770275366,0.0,0.0002087770275366
defesa russo,0.0001040417363456,0.0,0.0001040417363456
defesa senado,5.118956057448087e-05,8.672969475467884e-05,-3.554013418019797e-05
defesa senador,0.0,0.0002686680000397,-0.0002686680000397
defesa separada,5.9656803638308426e-05,0.0,5.9656803638308426e-05
defesa sergio,8.548759712243302e-05,0.0,8.548759712243302e-05
defesa seul,7.119944699452755e-05,0.0,7.119944699452755e-05
defesa social,6.423854165398221e-05,7.182622800991202e-05,-7.587686355929807e-06
defesa solida,0.0,0.0001760591009904,-0.0001760591009904
defesa stf,5.630653325519496e-05,4.22084881401222e-05,1.4098045115072762e-05
defesa sul,8.900495338235642e-05,7.186115777117321e-05,1.7143795611183213e-05
defesa supremo,0.0,6.202139705089411e-05,-6.202139705089411e-05
defesa tambem,0.0001004820978737,7.5699142977738e-05,2.4782954896048227e-05
defesa temer,4.866722980021023e-05,0.00040550688113,-0.0003568396513298
defesa territorio,3.4391383533693563e-05,3.029450157095844e-05,4.096881962735123e-06
defesa tres,0.0,0.0001250473589649,-0.0001250473589649
defesa tribunal,4.005080245459848e-05,7.367700669704969e-05,-3.3626204242451205e-05
defesa vai,6.328414169141821e-05,0.000120896863267,-5.761272157560941e-05
defesa virar,3.075898966414007e-05,0.0,3.075898966414007e-05
defesa vladimir,8.882067196592792e-05,0.0,8.882067196592792e-05
defesas antiaereas,0.0,6.562822028020293e-05,-6.562822028020293e-05
defesas dilma,2.771409838830587e-05,0.0001384746104861,-0.0001107605120978
defesas dois,0.0,6.41348855277417e-05,-6.41348855277417e-05
defesas ex,0.0,8.874901272263517e-05,-8.874901272263517e-05
defesas reus,0.0,5.986476180406245e-05,-5.986476180406245e-05
deficiencia demid,0.0,6.016158840787583e-05,-6.016158840787583e-05
deficit 139,3.194193993910423e-05,3.851248037971098e-05,-6.570540440606749e-06
deficit atencao,0.0,0.0001453921190543,-0.0001453921190543
deficit estado,9.2652583730849e-05,0.0,9.2652583730849e-05
deficit orcamentario,8.192990698092098e-05,0.0001161880794557,-3.4258172474793165e-05
deficit previdencia,0.0,0.0001736681192711,-0.0001736681192711
deficit primario,0.0,0.0001577467111119,-0.0001577467111119
deficit publico,0.0,9.119469704493804e-05,-9.119469704493804e-05
define lula,0.0001042001723691,0.0,0.0001042001723691
definicao sobre,5.066721196809757e-05,0.000128538632045,-7.787142007692805e-05
